1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
80	-0.130677	0.000000	221.573276	0.002464	1.0
81	-0.119004	0.000000	221.573276	0.002209	0.9
82	-0.125461	0.000000	221.573276	0.001148	1.0
83	-0.112432	0.000000	221.573276	0.002090	0.9
84	-0.119645	0.000000	221.573276	0.002287	0.8
85	-0.118383	0.000000	221.573276	0.001750	0.8
86	-0.140871	0.000000	221.573276	0.001951	0.8
87	-0.125309	0.000000	221.573276	0.002471	0.8
88	-0.124014	0.000000	221.573276	0.002323	0.8
89	-0.123479	0.000000	221.573276	0.001274	0.8
90	-0.132733	0.000000	221.573276	0.002002	0.8
91	-0.129414	0.000000	221.573276	0.002344	0.8
92	-0.131411	0.000000	221.573276	0.001798	0.8
93	-0.134543	0.000000	221.573276	0.001926	0.8
94	-0.133849	0.000000	221.573276	0.002185	0.8
95	-0.130007	0.000000	221.573276	0.002591	0.8
96	-0.140380	0.000000	221.573276	0.001866	1.0
97	-0.132219	0.000000	221.573276	0.001942	1.1
98	-0.131978	0.000000	221.573276	0.001894	1.1
99	-0.136149	0.000000	221.573276	0.002773	1.0
100	-0.132056	0.000000	221.573276	0.002526	0.9
101	-0.142156	0.000000	221.573276	0.002837	0.8
102	-0.138887	0.000000	221.573276	0.001993	0.9
103	-0.143087	0.000000	221.573276	0.001696	1.0
104	-0.131696	0.000000	221.573276	0.001719	0.8
105	-0.150277	0.000000	221.573276	0.002149	0.8
106	-0.154656	0.000000	221.573276	0.002675	0.8
107	-0.127587	0.000000	221.573276	0.001489	0.8
108	-0.148671	0.000000	221.573276	0.001130	0.8
109	-0.129716	0.000000	221.573276	0.001731	0.8
110	-0.160410	0.000000	221.573276	0.002347	0.8
111	-0.141653	0.000000	221.573276	0.002711	0.8
112	-0.148771	0.000000	221.573276	0.001973	0.9
113	-0.158963	0.000000	221.573276	0.002234	1.0
114	-0.160456	0.000000	221.573276	0.003049	1.0
115	-0.151981	0.000000	221.573276	0.002171	1.0
116	-0.162246	0.000000	221.573276	0.002503	0.8
117	-0.157988	0.000000	221.573276	0.002535	0.8
118	-0.166882	0.000000	221.573276	0.002007	0.8
119	-0.152601	0.000000	221.573276	0.002367	0.8
120	-0.158905	0.000000	221.573276	0.001423	0.8
121	-0.167726	0.000000	221.573276	0.002065	0.8
122	-0.164177	0.000000	221.573276	0.003431	0.8
123	-0.170998	0.000000	221.573276	0.003671	0.8
124	-0.163042	0.000000	221.573276	0.002468	0.9
125	-0.173274	0.000000	221.573276	0.002594	0.8
126	-0.172478	0.000000	221.573276	0.003570	0.8
127	-0.180083	0.000000	221.573276	0.002550	0.8
128	-0.180800	0.000000	221.573276	0.003621	0.8
129	-0.192319	0.000000	221.573276	0.003520	0.9
130	-0.187175	0.000000	221.573276	0.003816	0.9
131	-0.191885	0.000000	221.573276	0.003511	1.0
132	-0.184774	0.000000	221.573276	0.003299	0.9
133	-0.192291	0.000000	221.573276	0.004183	0.9
134	-0.190739	0.000000	221.573276	0.004097	0.9
135	-0.218408	0.000000	221.573276	0.004312	0.8
136	-0.196163	0.000000	221.573276	0.003914	0.8
137	-0.218487	0.000000	221.573276	0.004734	0.8
138	-0.212885	0.000000	221.573276	0.003575	0.9
139	-0.205751	0.000000	221.573276	0.003976	0.9
140	-0.223256	0.000000	221.573276	0.004780	0.8
141	-0.240199	0.000000	221.573276	0.004271	0.8
142	-0.225052	0.000000	221.573276	0.002845	0.8
143	-0.235078	0.000000	221.573276	0.003978	0.8
144	-0.249799	0.000000	221.573276	0.005313	0.8
145	-0.241362	0.000000	221.573276	0.004592	0.8
146	-0.245194	0.000000	221.573276	0.004188	0.9
147	-0.247601	0.000000	221.573276	0.004813	0.8
148	-0.250334	0.000000	221.573276	0.004551	0.8
149	-0.267938	0.000000	221.573276	0.003860	1.0
150	-0.266819	0.000000	221.573276	0.004745	0.9
151	-0.266078	0.000000	221.573276	0.005347	0.9
152	-0.280746	0.000000	221.573276	0.004796	0.9
153	-0.289138	0.000000	221.573276	0.005093	0.8
154	-0.298477	0.000000	221.573276	0.005296	0.8
155	-0.290029	0.000000	221.573276	0.004306	0.8
156	-0.293872	0.000000	221.573276	0.004260	0.8
157	-0.318859	0.000000	221.573276	0.005604	0.8
158	-0.307638	0.000000	221.573276	0.004037	1.0
159	-0.313722	0.000000	221.573276	0.004269	0.9
160	-0.341727	0.000000	221.573276	0.004094	0.8
161	-0.338604	0.000000	221.573276	0.004116	0.8
162	-0.346017	0.000000	221.573276	0.003641	1.0
163	-0.336223	0.000000	221.573276	0.003863	0.9
164	-0.348899	0.000000	221.573276	0.002978	1.0
165	-0.358931	0.000000	221.573276	0.002591	0.9
166	-0.350263	0.000000	221.573276	0.002310	0.8
167	-0.367971	0.000000	221.573276	0.003099	0.9
168	-0.359285	0.000000	221.573276	0.003328	0.8
169	-0.370378	0.000000	221.573276	0.002515	0.9
170	-0.389156	0.000000	221.573276	0.002964	0.8
171	-0.362124	0.000000	221.573276	0.001728	0.8
172	-0.374965	0.000000	221.573276	0.003771	1.0
173	-0.361825	0.000000	221.573276	0.003159	1.0
174	-0.388135	0.000000	221.573276	0.002399	0.9
175	-0.374228	0.000000	221.573276	0.003723	0.9
176	-0.388043	0.000000	221.573276	0.003615	0.8
177	-0.391515	0.000000	221.573276	0.003078	0.8
178	-0.383912	0.000000	221.573276	0.002983	0.9
179	-0.386820	0.000000	221.573276	0.001685	0.8
180	-0.385734	0.000000	221.573276	0.003853	0.8
181	-0.385661	0.000000	221.573276	0.002058	1.0
182	-0.398859	0.000000	221.573276	0.002065	1.0
183	-0.395881	0.000000	221.573276	0.001998	0.8
184	-0.400623	0.000000	221.573276	0.002274	0.7
185	-0.385051	0.000000	221.573276	0.002805	0.8
186	-0.402553	0.000000	221.573276	0.001186	0.8
187	-0.397921	0.000000	221.573276	0.001673	0.9
188	-0.425883	0.000000	221.573276	0.001822	0.9
189	-0.404299	0.858703	212.868930	0.001646	0.8
190	-0.405210	1.739727	204.621576	0.001982	0.9
191	-0.415718	1.239163	209.227247	0.002441	0.8
192	-0.406422	0.736158	214.069050	0.000633	0.8
193	-0.409339	0.584207	215.576083	0.001011	0.8
194	-0.415771	0.621070	215.208530	0.001330	0.9
195	-0.407983	0.222702	219.248178	0.001195	0.8
196	-0.406445	0.300633	218.446033	0.001332	0.9
197	-0.413382	0.012190	221.444728	0.001982	0.8
198	-0.423330	0.000000	221.573276	0.000937	0.8
199	-0.413175	0.000000	221.573276	0.001554	0.9
200	-0.414991	0.000000	221.573276	0.001119	0.9
201	-0.415607	0.000000	221.573276	0.001105	0.8
202	-0.403217	0.000000	221.573276	0.000753	0.8
203	-0.425631	0.000000	221.573276	0.000893	0.8
204	-0.424731	0.000000	221.573276	0.001944	0.8
205	-0.428587	0.000000	221.573276	0.001080	0.8
206	-0.391087	0.000000	221.573276	0.002181	0.8
207	-0.427784	0.684844	214.575615	0.002524	0.8
208	-0.412127	0.184022	219.648501	0.001816	0.8
209	-0.422461	1.182310	209.763492	0.001210	0.8
210	-0.417669	1.128574	210.272867	0.001261	0.8
211	-0.407525	0.684026	214.583712	0.000899	0.8
212	-0.407328	0.304667	218.404670	0.001172	0.8
213	-0.402490	0.000000	221.573276	0.001658	1.0
214	-0.411348	0.000000	221.573276	0.001021	0.8
215	-0.408467	0.474906	216.673299	0.000976	0.8
216	-0.419184	0.642645	214.994002	0.000714	0.8
217	-0.435612	0.520835	216.210887	0.001135	0.8
218	-0.403840	0.215888	219.318598	0.002006	0.8
219	-0.448754	0.000000	221.573276	0.001473	0.8
220	-0.435159	0.865770	212.800136	0.000874	0.9
221	-0.402295	0.490780	216.513262	0.000996	1.0
222	-0.409275	0.124103	220.271545	0.000739	1.0
223	-0.414970	0.000000	221.573276	0.001418	0.8
224	-0.417414	0.000000	221.573276	0.000868	0.9
225	-0.428005	0.000000	221.573276	0.001191	0.8
226	-0.409733	0.000000	221.573276	0.001141	0.8
227	-0.421919	0.000000	221.573276	0.001364	0.8
228	-0.411085	0.340990	218.032940	0.001276	0.9
229	-0.419171	0.014000	221.425660	0.001004	0.9
230	-0.416528	0.263112	218.831505	0.000990	0.8
231	-0.417936	0.000000	221.573276	0.000966	0.8
232	-0.402324	0.000000	221.573276	0.001166	0.8
233	-0.437130	0.000000	221.573276	0.001406	0.8
234	-0.391336	0.011859	221.448222	0.001162	0.8
235	-0.421049	0.000000	221.573276	0.000977	0.8
236	-0.432456	0.000000	221.573276	0.000851	0.8
237	-0.421622	0.000000	221.573276	0.000805	0.9
238	-0.449522	0.000000	221.573276	0.000613	0.8
239	-0.427987	0.000000	221.573276	0.001931	0.9
240	-0.410904	0.000000	221.573276	0.001040	0.9
241	-0.427518	0.000000	221.573276	0.001103	0.8
242	-0.413052	0.381872	217.616066	0.000868	0.8
243	-0.424002	0.047549	221.072715	0.001745	0.8
244	-0.430450	0.000000	221.573276	0.001067	0.8
245	-0.428046	0.505342	216.366653	0.000935	0.9
246	-0.412677	0.201793	219.464399	0.001980	0.8
247	-0.436259	0.839596	213.055170	0.001102	1.1
248	-0.399514	0.368410	217.753164	0.000915	0.8
249	-0.420192	0.001331	221.559228	0.001173	0.8
250	-0.430403	0.073494	220.800534	0.001299	0.9
251	-0.436328	0.000000	221.573276	0.001211	0.8
252	-0.420967	0.000000	221.573276	0.001051	0.8
253	-0.423083	0.000000	221.573276	0.002482	0.8
254	-0.415313	0.000000	221.573276	0.000971	0.8
255	-0.428517	0.881340	212.648709	0.001393	0.9
256	-0.417459	0.966359	211.825673	0.000843	0.8
257	-0.421782	0.544229	215.976111	0.000803	0.8
258	-0.426492	0.609481	215.323945	0.001534	0.8
259	-0.433774	0.466836	216.754753	0.000820	0.8
260	-0.412654	0.804831	213.394858	0.001628	0.8
261	-0.422055	1.055876	210.965946	0.001768	0.8
262	-0.423729	0.557706	215.841091	0.000826	1.0
263	-0.419985	0.880201	212.659782	0.001001	0.9
264	-0.408960	0.584445	215.573701	0.001041	0.9
265	-0.420772	0.817838	213.267636	0.001751	0.9
266	-0.426945	0.406470	217.366000	0.000861	0.9
267	-0.452905	0.649730	214.923645	0.001760	0.8
268	-0.443327	0.203017	219.451727	0.001003	0.8
269	-0.424544	0.486851	216.552850	0.001417	0.8
270	-0.418883	0.048110	221.066827	0.002040	0.8
271	-0.415649	0.996696	211.533527	0.001147	0.8
272	-0.433741	1.562976	206.224512	0.001544	0.8
273	-0.426269	1.110400	210.445709	0.000975	0.8
274	-0.437092	0.720351	214.224846	0.001604	0.8
275	-0.437626	0.411248	217.317494	0.001821	0.8
276	-0.408209	0.000000	221.573276	0.001726	0.8
277	-0.423790	0.000000	221.573276	0.000968	0.8
278	-0.411886	0.000000	221.573276	0.000856	0.8
279	-0.418973	0.000000	221.573276	0.000873	0.8
280	-0.423500	0.000000	221.573276	0.000685	0.8
281	-0.429740	0.000000	221.573276	0.000972	0.8
282	-0.442608	0.000000	221.573276	0.001501	0.8
283	-0.437456	0.000000	221.573276	0.002071	0.8
284	-0.425826	0.872240	212.737185	0.001041	0.8
285	-0.438853	0.455140	216.872914	0.001254	0.8
286	-0.446136	0.124907	220.263158	0.000877	0.8
287	-0.427063	0.017234	221.391591	0.001440	0.8
288	-0.427836	0.016441	221.399945	0.001700	0.8
289	-0.425130	0.708354	214.343235	0.001352	0.8
290	-0.402777	0.319087	218.256947	0.001069	0.9
291	-0.403218	0.000000	221.573276	0.000841	0.9
292	-0.420664	0.000000	221.573276	0.001816	0.8
293	-0.438447	0.000000	221.573276	0.001195	0.8
294	-0.456788	0.514307	216.276489	0.002050	0.8
295	-0.443256	0.178473	219.706054	0.001249	0.8
296	-0.417074	0.907415	212.395612	0.001002	1.0
297	-0.426977	0.620114	215.218051	0.001407	1.0
298	-0.417854	0.892469	212.540613	0.001387	0.9
299	-0.412780	1.589805	205.979594	0.001438	0.8
300	-0.416111	1.104035	210.506307	0.001628	0.8
301	-0.427339	0.625254	215.166892	0.001092	0.8
302	-0.418090	1.129392	210.265098	0.001392	0.8
303	-0.440629	1.093219	210.609360	0.001079	0.9
304	-0.407652	1.259487	209.036210	0.001546	1.0
305	-0.429303	0.847163	212.981375	0.001177	0.9
306	-0.443662	1.535847	206.472770	0.000963	0.8
307	-0.430561	1.519537	206.622312	0.001615	1.0
308	-0.400878	1.166589	209.912261	0.001952	0.8
309	-0.433570	1.993540	202.362869	0.001681	0.8
310	-0.430222	1.722943	204.772719	0.001515	0.8
311	-0.446111	1.230769	209.306250	0.000676	0.9
312	-0.423640	1.233449	209.281011	0.001415	1.0
313	-0.437621	0.958229	211.904097	0.000661	0.8
314	-0.446092	0.984218	211.653595	0.001427	0.8
315	-0.430152	0.762191	213.812973	0.001258	0.8
316	-0.420215	0.296422	218.489229	0.001751	0.8
317	-0.432764	0.000000	221.573276	0.000747	0.8
318	-0.432666	0.000000	221.573276	0.000770	0.8
319	-0.446355	0.000000	221.573276	0.001924	0.8
320	-0.424331	0.234596	219.125377	0.001521	0.8
321	-0.414625	0.083561	220.695106	0.001055	0.8
322	-0.437477	0.000000	221.573276	0.000607	0.8
323	-0.438971	0.000000	221.573276	0.000937	0.8
324	-0.427526	0.000000	221.573276	0.000973	0.8
325	-0.429218	0.000000	221.573276	0.001429	0.8
326	-0.418235	0.248536	218.981613	0.001372	0.8
327	-0.433183	1.079294	210.742188	0.000891	0.8
328	-0.448220	0.676882	214.654435	0.000647	0.8
329	-0.429138	0.531537	216.103425	0.000768	0.8
330	-0.434481	0.344972	217.992267	0.001120	0.9
331	-0.426358	0.477986	216.642229	0.001004	1.2
332	-0.418203	0.172822	219.764695	0.001091	0.8
333	-0.435409	0.000000	221.573276	0.001364	0.8
334	-0.440921	0.531773	216.101052	0.000848	0.8
335	-0.446527	0.403224	217.398964	0.000655	0.8
336	-0.435112	0.259406	218.869650	0.000938	0.9
337	-0.418933	0.247491	218.992385	0.001617	1.0
338	-0.422953	0.217556	219.301353	0.000822	0.8
339	-0.444428	0.000000	221.573276	0.001747	0.8
340	-0.417681	0.000000	221.573276	0.000786	0.8
341	-0.426942	0.000000	221.573276	0.001484	0.8
342	-0.447230	0.000000	221.573276	0.001319	0.8
343	-0.436099	0.000000	221.573276	0.001831	0.8
344	-0.435412	0.000000	221.573276	0.000748	0.8
345	-0.429964	0.000000	221.573276	0.000979	0.7
346	-0.422904	0.000000	221.573276	0.001480	0.8
347	-0.434703	0.000000	221.573276	0.001591	0.8
348	-0.433331	0.806349	213.380005	0.001275	0.8
349	-0.437488	0.322593	218.221058	0.000868	0.8
350	-0.446174	0.341130	218.031510	0.001547	0.8
351	-0.436214	0.000000	221.573276	0.001522	0.8
352	-0.434699	0.925500	212.220416	0.001339	0.8
353	-0.434329	0.894604	212.519888	0.001637	0.8
354	-0.432830	0.854223	212.912566	0.000959	0.8
355	-0.434969	0.496078	216.459896	0.001348	0.8
356	-0.434324	0.687571	214.548636	0.000783	0.8
357	-0.432296	0.651009	214.910943	0.001374	0.8
358	-0.441910	0.812981	213.315131	0.001074	0.8
359	-0.413089	0.374667	217.689420	0.000837	0.8
360	-0.451044	0.090190	220.625742	0.002055	0.8
361	-0.444108	0.458263	216.841356	0.001450	0.8
362	-0.445241	0.041379	221.137538	0.001001	0.8
363	-0.425265	0.000000	221.573276	0.000883	0.8
364	-0.424985	0.000000	221.573276	0.000961	0.9
365	-0.421246	0.000000	221.573276	0.001330	0.9
366	-0.431734	0.174210	219.750291	0.000697	0.8
367	-0.425534	0.205027	219.430928	0.000739	0.8
368	-0.436397	0.135578	220.151957	0.001292	0.9
369	-0.424947	0.154335	219.956752	0.000706	1.0
370	-0.430936	0.000000	221.573276	0.001482	0.9
371	-0.431846	0.371064	217.726113	0.001285	0.9
372	-0.441510	0.173597	219.756652	0.001007	0.8
373	-0.436351	0.000000	221.573276	0.000571	0.8
374	-0.437965	0.000000	221.573276	0.001802	0.8
375	-0.445820	0.012678	221.439590	0.000712	0.8
376	-0.430776	0.542892	215.989514	0.001021	0.8
377	-0.434069	0.772525	213.711488	0.001228	0.8
378	-0.437280	0.589142	215.526802	0.001217	0.8
379	-0.442950	0.911337	212.357590	0.001964	0.8
380	-0.444158	1.662764	205.316469	0.001353	0.9
381	-0.400205	1.164684	209.930302	0.001232	0.8
382	-0.431115	0.946022	212.021965	0.000669	0.8
383	-0.445214	0.884541	212.617606	0.001062	0.8
384	-0.421469	0.718695	214.241175	0.001107	0.8
385	-0.432794	0.328028	218.165452	0.000669	0.8
386	-0.431736	0.091314	220.613984	0.000751	0.8
387	-0.440744	0.144590	220.058120	0.000903	0.8
388	-0.439642	0.000000	221.573276	0.001096	0.8
389	-0.451902	0.287838	218.577329	0.001397	0.8
390	-0.451642	0.045049	221.098981	0.001255	0.8
391	-0.428817	0.139191	220.114323	0.000686	0.8
392	-0.446816	0.000000	221.573276	0.001977	0.7
393	-0.422611	0.000000	221.573276	0.001484	0.8
394	-0.429413	0.000000	221.573276	0.001241	0.8
395	-0.435844	0.000000	221.573276	0.001195	0.9
396	-0.424223	0.000000	221.573276	0.001029	0.8
397	-0.439348	0.576495	215.653135	0.001169	0.8
398	-0.444644	0.160104	219.896778	0.001340	0.8
399	-0.431315	0.962607	211.861865	0.000553	0.9
400	-0.438220	0.791788	213.522581	0.000821	1.0
401	-0.425125	0.632467	215.095154	0.000616	0.8
402	-0.417576	0.551966	215.898573	0.001042	0.9
403	-0.451507	0.375581	217.680103	0.001702	0.8
404	-0.449730	0.805388	213.389409	0.002207	0.8
405	-0.429601	0.304577	218.405596	0.002290	0.8
406	-0.451759	1.297933	208.675789	0.000966	0.8
407	-0.468179	0.816778	213.278005	0.001618	0.8
408	-0.439585	0.627106	215.148470	0.001127	0.9
409	-0.431312	0.696384	214.461492	0.000761	1.0
410	-0.439370	0.508493	216.334955	0.001227	0.8
411	-0.458216	0.551253	215.905718	0.001050	0.8
412	-0.453439	0.406492	217.365782	0.000822	0.8
413	-0.449762	0.266972	218.791786	0.001143	0.8
414	-0.435249	0.347083	217.970710	0.000650	0.9
415	-0.451990	0.105869	220.461848	0.000767	0.8
416	-0.440899	0.093899	220.586948	0.001584	0.8
417	-0.445367	0.339200	218.051233	0.000912	0.7
418	-0.449618	0.949378	211.989551	0.001181	0.8
419	-0.424093	1.497229	206.827196	0.000487	0.8
420	-0.452883	1.323558	208.436254	0.000609	0.9
421	-0.425217	1.197859	209.616557	0.000927	0.8
422	-0.436563	1.033349	211.181641	0.000897	0.7
423	-0.446675	1.019510	211.314370	0.001591	0.8
424	-0.433635	0.588042	215.537785	0.001576	0.8
425	-0.440744	1.527972	206.544947	0.000607	0.8
426	-0.441421	1.236062	209.256426	0.001015	0.8
427	-0.428713	1.045630	211.063998	0.000576	0.8
428	-0.428022	0.991318	211.585260	0.001087	0.8
429	-0.440697	0.945365	212.028314	0.001019	0.8
430	-0.421575	1.219010	209.417016	0.000653	0.8
431	-0.459408	1.102246	210.523348	0.001706	0.8
432	-0.457489	1.600985	205.877698	0.001170	0.8
433	-0.462006	2.032800	202.017940	0.000908	0.8
434	-0.433274	1.753415	204.498478	0.001345	0.8
435	-0.454403	1.356054	208.133280	0.000637	0.8
436	-0.442954	1.031228	211.201969	0.000781	0.8
437	-0.432817	0.836338	213.086955	0.000832	0.8
438	-0.411102	0.789554	213.544467	0.000552	0.8
439	-0.431076	0.738320	214.047762	0.000844	0.8
440	-0.440783	0.592632	215.491968	0.001053	0.7
441	-0.441400	0.516570	216.253742	0.000346	0.8
442	-0.436549	0.560857	215.809549	0.000721	0.9
443	-0.450270	0.625532	215.164126	0.000982	0.9
444	-0.446331	0.861962	212.837199	0.000685	0.9
445	-0.441800	0.618887	215.230262	0.000865	0.8
446	-0.426552	0.544732	215.971071	0.001806	0.8
447	-0.423343	0.257436	218.889939	0.001417	0.8
448	-0.421827	0.921945	212.254831	0.001643	0.8
449	-0.430807	0.591144	215.506823	0.000909	0.9
450	-0.441075	1.213663	209.467426	0.001257	0.9
451	-0.446407	1.335305	208.326625	0.001655	0.8
452	-0.441647	2.156734	200.936751	0.000976	0.8
453	-0.448286	1.706457	204.921390	0.000726	0.8
454	-0.439301	1.954454	202.707449	0.001187	0.8
455	-0.440443	1.700580	204.974441	0.001576	0.8
456	-0.455740	1.564362	206.211848	0.002235	0.8
457	-0.450226	2.548384	197.594828	0.001739	0.9
458	-0.467474	2.420849	198.670801	0.001583	0.8
459	-0.434960	3.385796	190.809387	0.000637	0.8
460	-0.441080	3.311027	191.396228	0.001150	0.8
461	-0.432447	3.078732	193.242683	0.000570	0.8
462	-0.430373	2.846185	195.127175	0.000778	0.9
463	-0.455376	2.636922	196.854680	0.001474	0.8
464	-0.449583	2.881924	194.835171	0.000555	0.9
465	-0.425522	2.773513	195.723655	0.001128	0.8
466	-0.439130	2.641651	196.815303	0.000685	0.9
467	-0.445766	2.808039	195.439816	0.001580	0.8
468	-0.428593	2.578483	197.342582	0.000501	0.8
469	-0.424851	2.766036	195.785230	0.000996	0.8
470	-0.452381	2.726639	196.110325	0.001628	1.1
471	-0.457539	3.201739	192.260511	0.000776	0.8
472	-0.446053	2.919622	194.528108	0.000720	0.8
473	-0.434432	2.678224	196.511313	0.001053	0.8
474	-0.440113	2.543294	197.637545	0.000643	0.9
475	-0.427783	2.660395	196.659386	0.001155	1.1
476	-0.450209	2.873628	194.902876	0.000580	0.9
477	-0.440417	2.917068	194.548882	0.001447	0.9
478	-0.456219	3.087570	193.171779	0.000774	0.9
479	-0.436578	2.833273	195.232888	0.001691	1.0
480	-0.448321	3.522557	189.745255	0.000789	1.0
481	-0.440450	3.669485	188.615161	0.000869	1.0
482	-0.435916	3.476666	190.101004	0.001354	1.1
483	-0.437063	3.503462	189.893117	0.001623	1.0
484	-0.455575	4.293411	183.962485	0.001268	1.0
485	-0.441500	3.813793	187.518240	0.000890	0.8
486	-0.454008	3.983289	186.246049	0.000766	0.8
487	-0.450620	3.730071	188.153069	0.000547	0.8
488	-0.425504	3.784922	187.736670	0.000997	0.8
489	-0.441950	3.809754	187.548769	0.001189	0.8
490	-0.462853	4.129140	185.165065	0.000973	0.8
491	-0.434449	3.850772	187.239204	0.001304	0.8
492	-0.435516	3.670969	188.603811	0.001218	0.8
493	-0.422603	3.752890	187.979617	0.000803	1.0
494	-0.442105	3.567580	189.397520	0.000711	0.9
495	-0.441220	3.313270	191.378571	0.001648	0.9
496	-0.432480	3.639691	188.843228	0.000655	0.8
497	-0.443804	3.437751	190.403722	0.000825	1.2
498	-0.441473	3.277524	191.660352	0.000798	1.2
499	-0.439985	3.048388	193.486513	0.001127	0.9
500	-0.459807	3.174255	192.479096	0.000714	0.8
501	-0.445010	3.170804	192.506580	0.001426	0.8
502	-0.428963	2.979134	194.045323	0.001173	0.8
503	-0.425668	3.082733	193.210579	0.001082	0.8
504	-0.447360	3.223791	192.085489	0.001200	0.9
505	-0.444477	3.014008	193.763521	0.001020	0.8
506	-0.449337	3.673440	188.584923	0.000955	0.8
507	-0.430439	3.410092	190.619471	0.001095	0.8
508	-0.426430	3.134481	192.796303	0.000976	0.8
509	-0.432863	3.245565	191.912989	0.000885	0.8
510	-0.438236	3.535581	189.644533	0.001049	0.8
511	-0.418292	3.169422	192.517590	0.000910	0.8
512	-0.419461	2.807995	195.440177	0.000999	1.0
513	-0.435256	3.214295	192.160818	0.001181	1.0
514	-0.445898	3.406453	190.647891	0.000645	0.9
